"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Interchange/Materials/SheenMaterial_MR.SheenMaterial_MR","49","18","1","1","9.818962","0","159"
"/Interchange/Materials/ClearCoatMaterial_MR.ClearCoatMaterial_MR","49","18","1","1","9.751641","0","171"
"/Interchange/gltf/M_Unlit.M_Unlit","49","83","6","6","38.825386","0","778"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","70","1","1","44.859306","0","1461"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","102","1","1","72.261978","0","2622"
"/Interchange/Materials/PBRSurfaceMaterial_MR.PBRSurfaceMaterial_MR","49","18","1","1","9.649741","0","152"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","163","6","6","99.418327","0","2341"
"/Interchange/gltf/M_Transmission.M_Transmission","49","58","2","2","122.949440","0","876"
"/Interchange/gltf/M_Sheen.M_Sheen","49","163","6","6","106.765892","0","2062"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","49","163","6","6","107.495850","0","2093"
"/Interchange/gltf/M_Default.M_Default","49","163","7","6","105.119980","0","1943"
